question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
815,5,easy,A JSON object is loaded into a column named data using a Snowflake variant datatype. The root node of the object is BIKE. The child attribute for this root node is BIKEID. Which statement will allow the user to access BIKEID?,FALSE,select data:BIKEID,select data.BIKE.BIKEID,select data:BIKE.BIKEID,select data:BIKE:BIKEID,,C,MANUAL
817,5,easy,Which function produces a lateral view of a VARIANT column?,FALSE,GET_PATH,FLATTEN,GET,PARSE_JSON,,B,MANUAL
818,2,medium,Snowflake strongly recommends that all users with what type of role be required to use Multi-Factor Authentication (MFA)?,FALSE,USERADMIN,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,,B,MANUAL
819,1,easy,What does it mean when the sample function uses the Bernoulli sampling method?,FALSE,The data is based on sampling every row.,The data is based on sampling 10% of the source data.,The data is based on sampling blocks of the source data.,The data is based on sampling 1000 rows of the source data.,,A,MANUAL
820,2,hard,What are characteristics of Snowflake network policies? (Choose two.),TRUE,They can be set for any Snowflake Edition,They can be applied to roles.,They restrict or enable access to specific IP addresses.,They are activated using ALTER DATABASE SQL commands.,They can only be managed using the ORGADMIN role.,"A,C",MANUAL
821,1,easy,Which function should be used to find the query ID of the second query executed in a current session?,FALSE,Select LAST_QUERY_ID(-2),Select LAST_QUERY_ID(-1),Select LAST_QUERY_ID(1),Select LAST_QUERY_ID(2),,A,MANUAL
823,1,easy,How is the hierarchy of database objects organized in Snowflake?,FALSE,A database consists of one or more schemas. A schema contains tables and views.,A schema consists of one or more databases. A database contains tables and views.,"A schema consists of one or more databases. A database contains tables, views, and warehouses.",A database consists of one of more schemas and warehouses. A schema contains tables and views.,,A,MANUAL
824,2,easy,Which role can execute the SHOW ORGANIZATION ACCOUNTS command successfully?,FALSE,ACCOUNTADMIN,SECURITYADMIN,ORGADMIN,USERADMIN,,C,MANUAL
825,1,hard,Which data types in Snowflake are synonymous for FLOAT? (Choose two.),TRUE,DECIMAL,DOUBLE,NUMBER,NUMERIC,REAL,"B,E",MANUAL
826,2,medium,What ensures that a user with the role SECURITYADMIN can activate a network policy for an individual user?,FALSE,A role that has been granted the EXECUTE TASK privilege,A role that has been granted the global ATTACH POLICY privilege,Ownership privilege on only the role that created the network policy,Ownership privilege on both the user and the network policy,,D,MANUAL
827,4,easy,Which function can be combined with the copy command to unload a relational table into a JSON file?,FALSE,FLATTEN,LISTAGG,OBJECT_CONSTRUCT,PARSE_JSON,,C,MANUAL
828,1,easy,"A user needs to MINIMIZE the cost of large tables that are used to store transitory data. The data does not need to be protected against failures, because the data can be reconstructed outside of Snowflake. What table type should be used?",FALSE,Permanent,Transient,Temporary,External,,B,MANUAL
829,4,easy,"While loading data from a JSON file, what enables the removal of the outer array structure from the file and loads the records into separate table rows?",FALSE,SKIP_BYTE_ORDER_MARK,STRIP_NULL_VALUE,STRIP_OUTER_ARRAY,STRIP_OUTER_ELEMENT,,C,MANUAL
831,5,easy,"Which function will return a row for each for each object in a VARIANT, OBJECT, or ARRAY column?",FALSE,CAST,FLATTEN,GET,PARSE_JSON,,B,MANUAL
835,1,easy,"Which Snowflake table type is only visible to the user who creates it, can have the same name as permanent tables in the same schema, and is dropped at the end of the session?",FALSE,Temporary,Local,User,Transient,,A,MANUAL
836,2,easy,What is a characteristic of a role in Snowflake?,FALSE,Roles cannot be granted to other roles.,System-defined roles can be dropped.,Privileges granted to system roles by Snowflake can be revoked.,Privileges on securable objects can be granted and revoked to a role.,,D,MANUAL
837,5,easy,What command would a user execute to load unstructured data files into a Snowflake internal stage?,FALSE,PUT,GET,LIST,COPY INTO,,A,MANUAL
838,2,easy,How do managed access schemas help with data governance?,FALSE,They log all operations and enable fine-grained auditing.,They provide centralized privilege management with the schema owner.,They enforce identical privileges across all tables and views in a schema.,They require the use of masking and row access policies across every table and view in the schema.,,B,MANUAL
840,4,medium,A Snowflake user wants to unload data from a relational table sized 5 GB using CSV. The extract needs to be as performant as possible. What should the user do?,FALSE,"Use Parquet as the unload file format, using Parquet's default compression feature.",Use a regular expression in the stage specification of the COPY command to restrict parsing time.,Increase the default MAX_FILE_SIZE to 5 GB and set SINGLE = true to produce a single file.,Leave the default MAX_FILE_SIZE to 16 MB to take advantage of parallel operations.,,D,MANUAL
841,2,easy,How is the MANAGE GRANTS privilege applied?,FALSE,Globally,At the database level,At the schema level,At the table level,,A,MANUAL
842,3,easy,What is required for a query execution to be served from the result cache?,FALSE,The user is the same.,The SQL texts the same.,The SQL query profile is the same.,The virtual warehouse is the same.,,B,MANUAL
843,1,easy,Which Snowflake URL type is used by directory tables?,FALSE,File,Pre-signed,Scoped,Virtual-hosted style,,A,MANUAL
845,4,easy,At which point is data encrypted when using a PUT command?,FALSE,When it reaches the virtual warehouse,When it gets micro-partitioned,Before it is sent from the user's machine,After it reaches the internal stage,,C,MANUAL
847,3,hard,"For a multi-cluster virtual warehouse, which parameters are used to calculate the number of credits billed? (Choose two.)",TRUE,Cache size,Warehouse size,Number of clusters,Volume of data processed,Number of queries executed,"B,C",MANUAL
848,2,medium,What happens when the values for both an ALLOWED_IP_LIST and a BLOCKED_IP_LIST are used in a network policy?,FALSE,Snowflake ignores the BLOCKED_IP_LIST first.,Snowflake applies the BLOCKED_IP_LIST first.,Snowflake applies the ALLOWED_IP_LIST first.,Snowflake ignores the ALLOWED_IP_LIST first.,,B,MANUAL
850,1,easy,"When unloading data from Snowflake, what is the default file size of each file?",FALSE,16 MB,32 MB,64 MB,5 GB,,A,MANUAL
851,4,easy,What is the abbreviated form to get all the files in the stage for the current user?,FALSE,LIST @~;,LS @~;,LS @usr;,SHOW @%;,,B,MANUAL
853,1,hard,Which programming languages are supported for Snowflake User-Defined Functions (UDFs)? (Choose two.),TRUE,C#,JavaScript,PHP,Python,TypeScript,"B,D",MANUAL
854,1,medium,What is the MAXIMUM number of days that Snowflake resets the 24-hour retention period for a query result every time the result is used?,FALSE,1 day,10 days,31 days,60 days,,C,MANUAL
855,6,easy,Which of the following statements is true of zero-copy cloning?,FALSE,Zero-copy clones increase storage costs as cloning the table requires storing its data twice,All zero-copy clone objects inherit the privileges of their original objects,Zero-copy cloning is licensed as an additional Snowflake feature,"At the instance/instant a clone is created, all micro-partitions in the original table and the clone are fully shared",,D,MANUAL
856,3,medium,"There are 300 concurrent users on a production Snowflake account using a single cluster virtual warehouse. The queries are small, but the response time is very slow. What is causing this to occur?",FALSE,"The warehouse is queuing the queries, increasing the overall query execution time.",The warehouse parameter STATEMENT_QUEUED_TIMEOUT_IN_SECONDS is set too low.,The application is not using the latest native ODBC driver which is causing latency.,The queries are not taking advantage of the data cache.,,A,MANUAL
857,1,medium,Which Snowflake edition offers the highest level of security for organizations that have the strictest requirements?,FALSE,Standard,Enterprise,Business Critical,Virtual Private Snowflake (VPS),,D,MANUAL
858,5,medium,What is the MAXIMUM size limit for a record of a VARIANT data type?,FALSE,8 MB,16 MB,32 MB,128 MB,,B,MANUAL
859,2,hard,What criteria does Snowflake use to determine the current role when initiating a session? (Choose two.),TRUE,"If a role was specified as part of the connection and that role has been granted to the Snowflake user, the specified role becomes the current role.","If no role was specified as part of the connection and a default role has been defined for the Snowflake user, that role becomes the current role.","If no role was specified as part of the connection and a default role has not been set for the Snowflake user, the session will not be initiated and the log in will fail.","If a role was specified as part of the connection and that role has not been granted to the Snowflake user, it will be ignored and the default role will become the current role.","If a role was specified as part of the connection and that role has not been granted to the Snowflake user, the role is automatically granted and it becomes the current role.","A,B",MANUAL
860,4,easy,What command should be used to move data from a Snowflake database table into one or more files in an external stage?,FALSE,GET,COPY INTO,PUT,SHOW,,B,MANUAL
861,4,easy,How does a Snowflake user reference a directory table created on stage mystage in a SQL query?,FALSE,SELECT * FROM @mystage::DIRECTORY,SELECT * FROM DIRECTORY (@mystage),SELECT * FROM TO_TABLE (DIRECTORY @mystage),SELECT * FROM TABLE (@mystage DIRECTORY),,B,MANUAL
862,2,easy,Why would a Snowflake user create a secure view instead of a standard view?,FALSE,The secure view is only available to end users with the corresponding SECURE_ACCESS property.,"End users are unable to see the view definition, and internal optimizations differ with a secure view.","With a secure view, the underlying data is replicated to a separate storage layer with enhanced encryption.","Secure views support additional functionality that is not supported for standard views, such as column masking and row level access policies.",,B,MANUAL
863,4,easy,"Which command can be added to the COPY command to make it load all files, whether or not the load status of the files is known?",FALSE,FORCE = TRUE,FORCE = FALSE,LOAD_UNCERTAIN_FILES = TRUE,LOAD_UNCERTAIN_FILES = FALSE,,A,MANUAL
